entropy,entropyInd,RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,RabK,xER,xPM,
1.541,0.2569,0.03124,0.03374,0.03191,0.07175,0.00984,0.01237,0.0142,0.01565,0.01386,0.0,0.3826,0.3828,
1.542,0.2623,0.0318,0.03372,0.03185,0.07164,0.009684,0.01246,0.01414,0.01556,0.0139,0.0,0.3827,0.3825,
1.54,0.2651,0.03163,0.03371,0.03173,0.07167,0.009768,0.01561,0.01084,0.0159,0.01349,0.0,0.3828,0.3829,
1.54,0.2615,0.03143,0.03365,0.03177,0.07176,0.009808,0.0157,0.01078,0.01584,0.01349,0.0,0.3829,0.3829,
1.539,0.2534,0.03127,0.03367,0.0318,0.07172,0.01124,0.01427,0.01071,0.01585,0.01341,0.0,0.383,0.3831,
1.539,0.2583,0.03084,0.03376,0.03183,0.07189,0.01136,0.01418,0.01067,0.01585,0.01341,0.0,0.383,0.3832,
1.537,0.2537,0.03056,0.03378,0.03183,0.07172,0.01127,0.01418,0.01062,0.01625,0.01301,0.0,0.383,0.3837,
1.54,0.254,0.03125,0.03376,0.03187,0.07169,0.0113,0.01418,0.01054,0.01625,0.01318,0.0,0.3831,0.3829,
1.539,0.2532,0.0312,0.03374,0.0319,0.07166,0.01114,0.01418,0.01054,0.01642,0.01313,0.0,0.383,0.383,
1.539,0.2598,0.03095,0.03378,0.03193,0.07159,0.01124,0.01412,0.01051,0.01642,0.01313,0.0,0.3831,0.3832,
1.538,0.2549,0.03091,0.03381,0.03188,0.07181,0.01124,0.01758,0.007096,0.01637,0.01337,0.0,0.383,0.3829,
1.537,0.2468,0.03071,0.0338,0.03193,0.07185,0.01133,0.01748,0.007096,0.01633,0.01338,0.0,0.383,0.3831,
1.536,0.2492,0.0304,0.03387,0.03197,0.07185,0.0113,0.01743,0.007059,0.01641,0.01329,0.0,0.3831,0.3833,
1.536,0.2501,0.02999,0.03391,0.03186,0.07207,0.01134,0.0174,0.007059,0.01642,0.01329,0.0,0.3831,0.3836,
1.535,0.2501,0.02974,0.03383,0.0318,0.07209,0.01141,0.01737,0.007021,0.01653,0.01318,0.0,0.3831,0.3839,
1.538,0.2523,0.03054,0.03371,0.03179,0.07198,0.01112,0.01746,0.006966,0.01645,0.0142,0.0,0.3828,0.383,
1.538,0.2508,0.03032,0.0336,0.03185,0.07203,0.01112,0.0175,0.006974,0.01641,0.0142,0.0,0.3828,0.3832,
1.537,0.2454,0.03004,0.03353,0.03192,0.07218,0.01116,0.01757,0.006868,0.01641,0.0142,0.0,0.3829,0.3832,
1.54,0.2459,0.03035,0.03353,0.03194,0.07227,0.01108,0.01755,0.006853,0.01694,0.01439,0.0,0.3826,0.3825,
1.539,0.2461,0.03021,0.03348,0.03197,0.07226,0.01106,0.01747,0.006815,0.01698,0.01435,0.0,0.3827,0.3827,
1.54,0.276,0.03018,0.0335,0.03202,0.07231,0.0111,0.01747,0.006776,0.01697,0.01451,0.0,0.3826,0.3825,
1.54,0.2733,0.02991,0.03352,0.03206,0.07242,0.01117,0.01744,0.006789,0.01692,0.01451,0.0,0.3826,0.3827,
1.542,0.2664,0.0303,0.03347,0.03209,0.07227,0.01108,0.01747,0.006793,0.01689,0.01514,0.0,0.3824,0.3821,
1.541,0.2604,0.03027,0.03341,0.03204,0.07228,0.01105,0.01747,0.006785,0.01694,0.01492,0.0,0.3825,0.3823,
1.539,0.2604,0.03004,0.03329,0.03207,0.07228,0.01084,0.01743,0.006877,0.01685,0.01492,0.0,0.3825,0.3829,
1.541,0.252,0.03051,0.03325,0.0321,0.07221,0.01091,0.01736,0.006877,0.01706,0.01491,0.0,0.3825,0.3823,
1.541,0.2477,0.03044,0.03318,0.03216,0.07225,0.01079,0.01736,0.006877,0.0171,0.01488,0.0,0.3825,0.3825,
1.541,0.243,0.03063,0.03314,0.03207,0.07217,0.01087,0.01733,0.006828,0.01722,0.01494,0.0,0.3825,0.3823,
1.541,0.2508,0.03048,0.03316,0.03211,0.07218,0.01087,0.01733,0.006828,0.01722,0.01506,0.0,0.3824,0.3823,
1.542,0.251,0.03034,0.03313,0.03216,0.07221,0.01082,0.01729,0.008047,0.01603,0.01524,0.0,0.3824,0.3824,
1.543,0.2585,0.03034,0.03308,0.03222,0.07218,0.01467,0.01352,0.008001,0.01621,0.01502,0.0,0.3824,0.3824,
1.543,0.2577,0.03035,0.03305,0.03226,0.07205,0.01457,0.01349,0.008001,0.01633,0.01501,0.0,0.3824,0.3825,
1.542,0.26,0.03015,0.03314,0.03228,0.0719,0.01462,0.01341,0.008033,0.01658,0.01469,0.0,0.3825,0.3827,
1.541,0.258,0.02989,0.03312,0.03228,0.07194,0.01455,0.01333,0.008033,0.01671,0.01457,0.0,0.3825,0.3831,
1.541,0.2552,0.02985,0.03309,0.03227,0.07194,0.01462,0.01334,0.008025,0.01684,0.01436,0.0,0.3825,0.3832,
1.54,0.2602,0.02973,0.03306,0.03232,0.07191,0.01469,0.01327,0.008026,0.01701,0.01419,0.0,0.3825,0.3833,
1.539,0.2573,0.02933,0.03301,0.03235,0.07197,0.01466,0.01323,0.008117,0.01707,0.01401,0.0,0.3825,0.3837,
1.538,0.2585,0.02919,0.03298,0.03233,0.07201,0.01459,0.01319,0.008178,0.01717,0.01384,0.0,0.3826,0.384,
1.544,0.2514,0.03058,0.03297,0.03235,0.072,0.01457,0.01314,0.008173,0.01733,0.01448,0.0,0.3823,0.3821,
1.544,0.2535,0.03027,0.03306,0.0324,0.0719,0.01461,0.01315,0.008136,0.01789,0.01404,0.0,0.3824,0.3822,
1.543,0.2519,0.03021,0.03303,0.03244,0.07191,0.01454,0.01309,0.008136,0.01799,0.01394,0.0,0.3824,0.3823,
1.543,0.2457,0.03001,0.03302,0.03249,0.07185,0.01462,0.01301,0.008239,0.01803,0.0138,0.0,0.3824,0.3825,
1.542,0.2527,0.02988,0.03303,0.03235,0.07177,0.01468,0.01295,0.008279,0.01842,0.01329,0.0,0.3825,0.3829,
1.541,0.2517,0.02962,0.03304,0.03238,0.07185,0.01464,0.01301,0.008324,0.01832,0.0133,0.0,0.3826,0.383,
1.542,0.2438,0.03,0.03302,0.03242,0.07171,0.01456,0.01305,0.008415,0.01843,0.01319,0.0,0.3826,0.3826,
1.542,0.2541,0.0302,0.03306,0.03246,0.07156,0.01434,0.01302,0.008455,0.01839,0.01329,0.0,0.3826,0.3826,
1.541,0.2467,0.0301,0.03304,0.03252,0.07157,0.01406,0.013,0.008476,0.01887,0.01277,0.0,0.3826,0.3829,
1.539,0.2494,0.02987,0.03302,0.03244,0.07157,0.01385,0.013,0.008478,0.01891,0.01274,0.0,0.3827,0.3834,
1.538,0.2508,0.0296,0.03303,0.03248,0.07149,0.01383,0.01298,0.008441,0.0191,0.01255,0.0,0.3828,0.3837,
1.537,0.25,0.02935,0.0331,0.03253,0.07141,0.01353,0.01299,0.008506,0.01926,0.01233,0.0,0.3828,0.3842,
1.536,0.2538,0.02916,0.03305,0.03258,0.07134,0.01336,0.01299,0.008467,0.01927,0.01233,0.0,0.3829,0.3845,
1.541,0.2428,0.03081,0.03302,0.03262,0.07121,0.01336,0.01306,0.008388,0.01979,0.01227,0.0,0.3828,0.3826,
1.54,0.245,0.03073,0.03299,0.03265,0.07118,0.01333,0.01309,0.008392,0.01984,0.01218,0.0,0.3829,0.3827,
1.539,0.246,0.03065,0.03303,0.03258,0.07111,0.01462,0.01203,0.008221,0.01969,0.01204,0.0,0.383,0.3831,
1.543,0.2406,0.03064,0.03313,0.0326,0.07094,0.01465,0.01198,0.008252,0.01963,0.0131,0.0,0.3826,0.3825,
1.542,0.2516,0.03045,0.03323,0.0326,0.07085,0.01459,0.01196,0.008254,0.01995,0.01271,0.0,0.3827,0.3827,
1.54,0.2331,0.03023,0.03296,0.03257,0.0707,0.01463,0.01196,0.008217,0.02025,0.01248,0.0,0.3828,0.3832,
1.539,0.2305,0.02997,0.03293,0.03261,0.07066,0.01463,0.01196,0.008218,0.02025,0.01248,0.0,0.3828,0.3835,
1.54,0.229,0.02984,0.03295,0.03264,0.07058,0.0147,0.0119,0.009443,0.01902,0.01248,0.0,0.3829,0.3835,
1.54,0.2518,0.02967,0.03303,0.03266,0.07051,0.01474,0.01187,0.009445,0.01917,0.01234,0.0,0.383,0.3836,
1.539,0.2465,0.02919,0.03303,0.03269,0.07051,0.01477,0.01184,0.009524,0.0193,0.01214,0.0,0.383,0.384,
1.525,0.2456,0.02868,0.03301,0.03265,0.07026,0.01136,0.01181,0.009536,0.01925,0.01203,0.0,0.3831,0.3883,
1.538,0.2425,0.0337,0.03298,0.03268,0.07005,0.01136,0.01181,0.009643,0.0193,0.01228,0.0,0.3831,0.3831,
1.539,0.2308,0.03344,0.03293,0.03274,0.07023,0.01139,0.01178,0.01164,0.0173,0.01228,0.0,0.3831,0.3831,
1.538,0.2395,0.03331,0.03298,0.03279,0.07011,0.01111,0.01178,0.01164,0.01739,0.0122,0.0,0.3832,0.3835,
1.537,0.2369,0.03322,0.03297,0.03282,0.07014,0.01098,0.01178,0.01164,0.01751,0.01207,0.0,0.3832,0.3836,
1.54,0.2408,0.03385,0.03294,0.03283,0.07005,0.01083,0.01178,0.01173,0.01741,0.01284,0.0,0.3829,0.3828,
1.542,0.2322,0.03386,0.03303,0.03274,0.06998,0.01227,0.01016,0.01306,0.016,0.01337,0.0,0.3828,0.3827,
1.541,0.2351,0.0336,0.03309,0.03278,0.06993,0.01227,0.01025,0.013,0.01605,0.01329,0.0,0.3828,0.3829,
1.541,0.2271,0.03378,0.03312,0.03279,0.06964,0.01207,0.01021,0.01304,0.01601,0.01361,0.0,0.3828,0.3829,
1.54,0.2283,0.03339,0.03317,0.03282,0.06979,0.01207,0.01013,0.01302,0.01614,0.01338,0.0,0.383,0.3831,
1.54,0.2197,0.03339,0.03306,0.03289,0.06973,0.01206,0.01009,0.01308,0.01617,0.01329,0.0,0.383,0.3832,
1.539,0.2338,0.03327,0.03307,0.03292,0.06971,0.01201,0.01009,0.01308,0.01617,0.01329,0.0,0.3831,0.3833,
1.539,0.224,0.03298,0.03307,0.03294,0.06992,0.01187,0.01013,0.01311,0.0161,0.01329,0.0,0.3831,0.3835,
1.538,0.2262,0.03255,0.03305,0.03295,0.07018,0.01183,0.01016,0.01314,0.01608,0.01326,0.0,0.3831,0.3837,
1.539,0.2248,0.03322,0.03298,0.03298,0.07021,0.01165,0.01012,0.01329,0.0161,0.0132,0.0,0.3831,0.3832,
1.538,0.2346,0.03305,0.03295,0.03301,0.07006,0.01169,0.01009,0.01336,0.01611,0.01304,0.0,0.3832,0.3834,
1.537,0.2372,0.03303,0.03293,0.03304,0.06967,0.01167,0.01002,0.01334,0.01612,0.01305,0.0,0.3834,0.3837,
1.54,0.2192,0.0331,0.03288,0.03302,0.06977,0.01158,0.01001,0.01333,0.01611,0.01404,0.0,0.3831,0.3831,
1.539,0.2179,0.03269,0.03292,0.03305,0.06977,0.01149,0.01002,0.0134,0.01612,0.01396,0.0,0.3831,0.3834,
1.538,0.2231,0.03258,0.03287,0.03311,0.06975,0.01302,0.008453,0.01335,0.01619,0.0138,0.0,0.3832,0.3836,
1.541,0.2172,0.03311,0.03276,0.03312,0.06971,0.01295,0.008413,0.01334,0.0161,0.01482,0.0,0.3829,0.3828,
1.544,0.2233,0.03353,0.03262,0.03308,0.06971,0.01301,0.00838,0.01329,0.01609,0.01536,0.0,0.3827,0.3823,
1.543,0.2139,0.03338,0.03257,0.0331,0.06971,0.01294,0.008401,0.01325,0.01624,0.01521,0.0,0.3827,0.3824,
1.542,0.2203,0.03317,0.03245,0.03312,0.0698,0.01274,0.0106,0.01105,0.01635,0.01499,0.0,0.3829,0.3829,
1.541,0.2276,0.03307,0.03243,0.03312,0.06965,0.01265,0.01056,0.01112,0.01627,0.01499,0.0,0.3829,0.3832,
1.542,0.2324,0.03345,0.03244,0.03304,0.06967,0.01256,0.01059,0.01117,0.01682,0.01463,0.0,0.3829,0.3828,
1.541,0.2186,0.03291,0.03235,0.03308,0.06981,0.01256,0.01059,0.01117,0.01696,0.01438,0.0,0.383,0.3832,
1.539,0.217,0.03279,0.03239,0.03314,0.0696,0.01245,0.01067,0.01112,0.01698,0.01404,0.0,0.3832,0.3836,
1.54,0.2179,0.03329,0.03235,0.03308,0.06918,0.01261,0.01052,0.01113,0.01711,0.01425,0.0,0.3833,0.3832,
1.54,0.2231,0.03315,0.03227,0.03313,0.06908,0.01253,0.01055,0.0132,0.01527,0.01399,0.0,0.3834,0.3835,
1.539,0.2315,0.03291,0.03221,0.0332,0.06898,0.01256,0.01056,0.01317,0.0157,0.01357,0.0,0.3834,0.3837,
1.541,0.2139,0.03324,0.03217,0.03323,0.06871,0.01256,0.01056,0.01317,0.01569,0.014,0.0,0.3834,0.3833,
1.54,0.2137,0.03303,0.03224,0.03329,0.06869,0.01233,0.01052,0.01314,0.01576,0.01393,0.0,0.3834,0.3837,
1.539,0.2311,0.03286,0.03228,0.03334,0.06869,0.01213,0.01052,0.01314,0.01635,0.01335,0.0,0.3834,0.3839,
1.54,0.219,0.03357,0.03229,0.03324,0.06882,0.01163,0.01051,0.01314,0.01638,0.01383,0.0,0.3833,0.3833,
1.541,0.2163,0.03375,0.03225,0.03329,0.06882,0.01139,0.01051,0.01314,0.01638,0.01411,0.0,0.3832,0.3831,
1.541,0.2237,0.03385,0.03234,0.03334,0.06881,0.01103,0.01051,0.01313,0.01642,0.01441,0.0,0.3831,0.383,
1.54,0.2306,0.03355,0.03242,0.03338,0.06846,0.01098,0.01048,0.01314,0.01677,0.01407,0.0,0.3833,0.3834,
1.539,0.2298,0.03343,0.0324,0.03327,0.06853,0.01095,0.01048,0.01313,0.01677,0.01407,0.0,0.3833,0.3836,
1.541,0.2254,0.03373,0.03241,0.03329,0.0684,0.01087,0.01047,0.01312,0.01696,0.01442,0.0,0.3832,0.3832,
1.54,0.2371,0.03368,0.03239,0.03334,0.06831,0.01059,0.01046,0.01318,0.01704,0.01428,0.0,0.3832,0.3835,
1.54,0.2337,0.03352,0.03242,0.03337,0.06827,0.01064,0.01041,0.01318,0.01728,0.01404,0.0,0.3833,0.3836,
1.542,0.217,0.0337,0.03224,0.03338,0.06818,0.01063,0.0104,0.01317,0.01756,0.01463,0.0,0.383,0.3831,
1.543,0.2238,0.03418,0.03224,0.03334,0.06804,0.01031,0.01032,0.01317,0.01764,0.0149,0.0,0.3829,0.3829,
1.542,0.2129,0.03391,0.03245,0.0333,0.06785,0.01031,0.01037,0.01312,0.01764,0.0149,0.0,0.383,0.3831,
1.538,0.2192,0.03351,0.03259,0.03327,0.06786,0.0162,0.004483,0.01317,0.01771,0.01481,0.0,0.3831,0.3833,
1.541,0.2142,0.03355,0.0325,0.03328,0.06772,0.01613,0.004449,0.01319,0.01758,0.01607,0.0,0.3828,0.3828,
1.539,0.2234,0.033,0.03242,0.03334,0.06767,0.01601,0.004411,0.01319,0.01758,0.01607,0.0,0.3828,0.3835,
1.538,0.2157,0.03289,0.03236,0.03341,0.06752,0.01593,0.004412,0.01323,0.01761,0.01601,0.0,0.3829,0.3837,
1.541,0.2163,0.03337,0.03233,0.03337,0.06765,0.01579,0.004405,0.01317,0.01761,0.01665,0.0,0.3827,0.3829,
1.54,0.2187,0.03332,0.03227,0.03339,0.06756,0.01575,0.004334,0.01319,0.01754,0.01665,0.0,0.3828,0.3832,
1.542,0.2165,0.03376,0.03222,0.03342,0.06765,0.01571,0.004324,0.01325,0.01746,0.01703,0.0,0.3826,0.3825,
1.543,0.2186,0.03336,0.03225,0.03344,0.06785,0.01571,0.004285,0.01324,0.01752,0.01732,0.0,0.3825,0.3825,
1.542,0.2203,0.03329,0.0322,0.03352,0.06777,0.01548,0.004324,0.0132,0.0176,0.01725,0.0,0.3826,0.3828,
1.541,0.2196,0.03315,0.03227,0.03356,0.06777,0.01548,0.004314,0.01316,0.0176,0.01725,0.0,0.3826,0.3828,
1.543,0.2191,0.03341,0.03236,0.0336,0.06776,0.01534,0.004265,0.01316,0.01798,0.01718,0.0,0.3825,0.3824,
1.544,0.2214,0.03349,0.03229,0.0336,0.06776,0.01506,0.004223,0.01318,0.01793,0.01796,0.0,0.3823,0.3822,
1.542,0.229,0.03329,0.03232,0.03355,0.06763,0.01483,0.004232,0.01326,0.01789,0.01789,0.0,0.3824,0.3827,
1.541,0.2233,0.03294,0.03248,0.03362,0.06761,0.01472,0.004292,0.01319,0.01817,0.01748,0.0,0.3826,0.3829,
1.54,0.2234,0.03276,0.03245,0.03358,0.06754,0.01463,0.004332,0.01324,0.01825,0.01725,0.0,0.3827,0.3832,
1.531,0.2264,0.03249,0.03243,0.03365,0.06758,0.01232,0.004357,0.01319,0.01824,0.01714,0.0,0.3827,0.3859,
1.53,0.231,0.03238,0.03236,0.03369,0.06753,0.01206,0.004377,0.01319,0.01904,0.01621,0.0,0.3828,0.3864,
1.527,0.2301,0.03218,0.03233,0.03371,0.06745,0.0132,0.00316,0.01316,0.019,0.01621,0.0,0.3828,0.3868,
1.539,0.228,0.03637,0.03235,0.03375,0.06737,0.01292,0.005103,0.01118,0.01916,0.01635,0.0,0.3828,0.3826,
1.539,0.236,0.03577,0.03245,0.03379,0.06763,0.01293,0.005104,0.01122,0.01919,0.01629,0.0,0.3829,0.3827,
1.538,0.2382,0.0355,0.03253,0.03384,0.06766,0.0127,0.005113,0.01298,0.01757,0.01612,0.0,0.383,0.383,
1.536,0.2296,0.03537,0.03248,0.03389,0.0676,0.01222,0.005159,0.01297,0.01753,0.01612,0.0,0.383,0.3837,
1.538,0.2334,0.03596,0.03247,0.03392,0.06757,0.01213,0.00515,0.01297,0.01767,0.01613,0.0,0.383,0.383,
1.534,0.2368,0.03589,0.0324,0.03389,0.0672,0.0115,0.005153,0.01298,0.01781,0.01587,0.0,0.3832,0.3841,
1.533,0.2375,0.0357,0.03235,0.03391,0.06712,0.01147,0.005144,0.01298,0.01781,0.01587,0.0,0.3833,0.3844,
1.532,0.2442,0.03559,0.03235,0.03396,0.06696,0.01131,0.005138,0.01293,0.01817,0.01552,0.0,0.3833,0.3847,
1.531,0.2348,0.03519,0.03234,0.03398,0.06696,0.01127,0.005215,0.01286,0.01817,0.01552,0.0,0.3834,0.3851,
1.53,0.2389,0.03482,0.03227,0.03401,0.06711,0.01111,0.005292,0.01278,0.0183,0.01536,0.0,0.3835,0.3855,
1.529,0.2456,0.03459,0.03224,0.0341,0.06715,0.011,0.005324,0.01459,0.01686,0.01486,0.0,0.3835,0.3858,
1.527,0.2358,0.03411,0.03238,0.03415,0.06713,0.01075,0.005261,0.01464,0.01686,0.01473,0.0,0.3836,0.3864,
1.527,0.228,0.03398,0.03235,0.03422,0.06717,0.0107,0.005261,0.01464,0.01702,0.01457,0.0,0.3836,0.3864,
1.534,0.2278,0.0367,0.0323,0.03426,0.06711,0.01053,0.005289,0.01456,0.01758,0.01442,0.0,0.3836,0.3837,
1.534,0.2234,0.03695,0.03227,0.03425,0.06742,0.0102,0.00528,0.01455,0.01757,0.01469,0.0,0.3835,0.3833,
1.533,0.2276,0.03644,0.03225,0.0343,0.06756,0.01024,0.005319,0.01447,0.01764,0.01463,0.0,0.3835,0.3836,
